"EFSA_Food_Desc","FoodDB_Food_Name"
"Unleavened or flat bread and similar","Wheat bread"
"Oat rolled grains","Oat"
"Rolled oats, instant","Angelica"
"Rice rolled grains","Rice"
"Wheat rolled grains","Wheat"
"Oat porridge","Oat"
"Porridge (ready to eat)","Angelica"
"Porridge milk based (ready to eat)","Milk and milk products"
"Porridge water based (ready to eat)","Water"
"Cereal bars mixed","Breakfast cereal"
"Mixed breakfast cereals","Breakfast cereal"
"Muesli and similar mixed breakfast cereals","Breakfast cereal"
"Muesli plain","Plain cream cheese"
"Extruded breakfast cereal products","Breakfast cereal"
"Processed maize-based flakes","Processed cheese"
"Processed rye-based flakes","Rye"
"Popcorn (maize, popped)","Popcorn"
"Millet flour","Millet"
"Wheat flour white","Flour"
"Rice grain, brown","Rice"
"Rice grain, long-grain","Rice"
"Rice grain, polished","Rice"
"Wheat semolina","Semolina"
"Biscuit with inclusions, filling or coating","Biscuit"
"Wafers","Angelica"
"Biscuits","Angelica"
"Biscuits, chocolate","Chocolate"
"Biscuits, oat meal","Oat"
"Biscuits, sweet, wheat wholemeal","Wheat"
"Butter biscuits","Butter"
"Speculaas","Angelica"
"Cakes","Angelica"
"Cake marbled, with chocolate","Cake"
"Chocolate cake","Cake"
"Cheese cream sponge cake","Cake"
"Cream cheese cake","Cake"
"Cream custard cake","Sweet custard"
"Cream custard sponge cake","Sweet custard"
"Fruit cake","Cake"
"Muffins","Angelica"
"Rotation cooked layered cakes","Angelica"
"Sponge cake","Cake"
"Choux pastry","Pastry"
"Profiterole","Angelica"
"Apple strudel","Apple"
"Baklava","Angelica"
"Croissant from puff pastry","Pastry"
"Pastry based on laminated dough","Dough"
"Fruit pie-tarts","Pie"
"Shortcrust (pies -tarts)","Angelica"
"Dumpling, sweet","Dumpling"
"Pancakes","Angelica"
"Gingerbread","Angelica"
"Waffles","Angelica"
"Brioche type products","Cereals and cereal products"
"Buns","Angelica"
"Croissant","Angelica"
"Croissant, filled with cream","Cream"
"Croissant, filled with jam","Angelica"
"Doughnuts-berliner","Angelica"
"Yeast leavened pastry","Pastry"
"Asian-style noodles other than glass noodles","Asian pear"
"Couscous","Couscous"
"Gnocchi","Angelica"
"Dried durum pasta","Pasta"
"Dried egg pasta","Pasta"
"Dried pasta","Pasta"
"Fresh egg pasta","Pasta"
"Pasta wholemeal","Pasta"
"Laminated doughs","Angelica"
"Phyllo dough","Phyllo dough"
"Shortbread pastry","Pastry"
"Yeast bread – pizza dough","Pizza"
"Chickpeas (without pods)","Angelica"
"Garden peas (without pods)","Garden tomato"
"Peas (without pods) and similar-","Fats and oils"
"Beans (dry) and similar-","Baked beans"
"Borlotti or other common beans (dry)","Common wheat"
"Lentils (dry)","Lentils"
"Linseeds","Angelica"
"Chia seeds","Chia"
"Peanuts","Angelica"
"Poppy seeds","Poppy"
"Pumpkin seeds","Japanese pumpkin"
"Sesame seeds","Sesame"
"Sunflower seeds","Sunflower"
"Almonds sweet","Sweet potato"
"Apricot kernels","Apricot"
"Cashew nuts","Nuts"
"Coconuts","Angelica"
"Hazelnuts","Angelica"
"Pistachios","Angelica"
"Common walnut","Common walnut"
"Canned or jarred peas","Unclassified food or beverage"
"Nut/seeds paste/emulsion/mass","Cashew nut"
"Peanut butter","Peanut"
"Sesame paste (tahini) (sesamus indicum)","Sesame"
"Pulses flour","Pulses"
"Cinnamon bark","Cinnamon"
"Dried herbs","Herbs and Spices"
"Marjoram, dry","Sweet marjoram"
"Paprika powder","Cocoa powder"
"Peppers, dried","Dried milk"
"Peppercorn (black, green and white) and similar-","Green vegetables"
"Ginger roots","Ginger"
"Turmeric roots","Turmeric"
"Nutmeg seed","Nutmeg"
"Whey protein","Whey"
"Preparations for raising and flavouring home-made bakery","Fats and oils"
"Baking yeast","Angelica"
"Pig edible offal, non-muscle, other than liver and kidney","Other bread"
"Chicken, fresh fat tissue","Chicken"
"Pig kidney","Domestic pig"
"Pig liver","Domestic pig"
"Sheep liver","Sheep (Mutton, Lamb)"
"Chicken liver","Chicken"
"Pig meat, dried","Dried milk"
"Bovine stomach","Angelica"
"Luncheon spiced ham-type tinned meat","Meat bouillon"
"Chicken fresh meat","Chicken"
"Turkey fresh meat","Turkey"
"Bovine and pig fresh meat","Domestic pig"
"Bovine fresh meat","Meat bouillon"
"Bovine, minced meat","Meat bouillon"
"Calf fresh meat","Meat bouillon"
"Pig fresh meat","Domestic pig"
"Rabbit fresh meat","Rabbit"
"Lamb fresh meat","Sheep (Mutton, Lamb)"
"Sheep fresh meat","Sheep (Mutton, Lamb)"
"Pate, chicken liver","Pate"
"Pate, pork liver","Pate"
"Ciccioli and similar","Fats and oils"
"Cooked cured (or seasoned) pork meat","Meat bouillon"
"Cooked pork ham","Angelica"
"Spalla cotta","Angelica"
"Corned turkey","Turkey"
"Corned beef, uncooked","Cattle (Beef, Veal)"
"Ham, beef","Cattle (Beef, Veal)"
"Bacon","Angelica"
"Corned pork, uncooked","Angelica"
"Ham, pork","Angelica"
"Pancetta","Angelica"
"Cured seasoned poultry meat","Meat bouillon"
"Fresh spiced sausages in casing","Angelica"
"Chorizo and similar","Fats and oils"
"Hungarian-type salami","Angelica"
"Salami-type sausage","Sausage"
"Frankfurt-type sausage","Sausage"
"Frankfurter sausage","Sausage"
"Pre-cooked sausages to be cooked before consumption","Angelica"
"Cooked salami","Angelica"
"Miscellaneous cooked sausages","Angelica"
"Mortadella-type sausage","Sausage"
"Polish-type cooked sausage","Sausage"
"Firm brined cheese (ricotta salata type)","Cheese"
"Cheese, feta","Greek feta cheese"
"Cheese, chevre frais","Cheese"
"Clotted cream","Cream"
"Cottage cheese","Cottage cheese"
"Cream cheese","Cream"
"Fresh uncured cheese","Cheese"
"Mozzarella","Mozzarella cheese"
"Processed cheese, sliceable","Processed cheese"
"Processed cheese, spreadable","Processed cheese"
"Cheese, caciocavallo","Cheese"
"Cheese, parmigiano reggiano","Cheese"
"Cheese, pecorino romano","Cheese"
"Cheese, gorgonzola","Cheese"
"Cheese, edam","Cheese"
"Cheese, gouda","Cheese"
"Cheese, cheddar","Cheddar Cheese"
"Cheese, emmental","Cheese"
"Cheese, brie","Cheese"
"Starchy pudding","Pudding"
"Ice cream, milk-based","Ice cream"
"Ice cream, milk-imitate based","Ice cream"
"Milkshakes","Angelica"
"Kefir","Kefir"
"Traditional sour milk products","Milk and milk products"
"Yoghurt, cow milk, flavoured","Milk (Cow)"
"Yoghurt, cow milk, plain","Milk (Cow)"
"Yoghurt, goat milk, plain","Domestic goat"
"Yoghurt drinks, including sweetened and/or flavoured variants","Fats and oils"
"Sour cream, plain","Sour cream"
"Cream sprayable","Cream"
"Cream, plain","Plain cream cheese"
"Cow milk","Milk (Cow)"
"Cow milk, semi skimmed (half fat)","Milk (Cow)"
"Cow milk, whole","Milk (Cow)"
"Flavoured milks","Angelica"
"Goat milk","Domestic goat"
"Whey, sour","Whey"
"Bee-produced fortifying agents","Angelica"
"Bee-produced formulations","Angelica"
"Formulations containing special fatty acids (e.g. Omega-3, essential fatty acids)","Angelica"
"Probiotic or prebiotic formulations","Unclassified food or beverage"
"Mixed supplements/formulations","Mixed nuts"
"Combination of vitamin and mineral only supplements","Cow milk, pasteurized, vitamin A + D added, 0% fat"
"Mineral only supplements","Angelica"
"Vitamin only supplements","Cow milk, pasteurized, vitamin A + D added, 0% fat"
"Imitation cheese","Cheese"
"Soya drink","Soft drink"
"Mixed chutney","Mixed nuts"
"Salad dressing","Salad dressing"
"Pesto","Angelica"
"Tzatziki","Angelica"
"Mayonnaise sauce","Sauce"
"Mayonnaise, low fat","Other animal fat"
"Tartar sauce","Sauce"
"Mustard, mild","Mustard"
"Soy sauce","Soy sauce"
"Tomato ketchup and related sauces","Ketchup"
"Mushrooms cooked sauce","Mushrooms"
"Vegetables-based cooked sauce","Sauce"
"Bechamel sauce","Sauce"
"Vinegar, apple","Vinegar"
"Vinegar, wine","Vinegar"
"Stock cube or granulate, beef","Cattle (Beef, Veal)"
"Stock cubes or granulate, chicken","Chicken"
"Stock cubes or granulate, vegetables","Green vegetables"
"Salt","Salt"
"Salt, iodised","Salt"
"Sea salt","Salt"
"Curry powder","Curry powder"
"Mixed herbs and spices","Herbs and Spices"
"Potato flour","Potato"
"Main-crop potatoes","Angelica"
"New potatoes","New Zealand spinach"
"Potatoes","Angelica"
"Caramel, soft","Soft drink"
"Hard candies","Hard wheat"
"Chewing gum","Chewing gum"
"Foamed sugar products (marshmallows)","Sugar"
"Gum drops","Fruit gum"
"Jelly candies","Angelica"
"Bitter-sweet chocolate","Chocolate"
"Chocolate and similar","Chocolate"
"Couverture chocolate","Chocolate"
"Milk chocolate","Chocolate"
"Chocolate coated confectionery","Chocolate"
"Chocolate spread","Chocolate spread"
"Pralines","Angelica"
"Loukoumi","Angelica"
"Sweet bars and other formed sweet masses","Sweet potato"
"Toffee","Toffee"
"Honey, polyfloral","Honey"
"Brown sugar","Sugar"
"Sugar, icing - powder","Icing"
"White sugar","Sugar"
"Granita","Angelica"
"Garlic","Garlic"
"Onions","Angelica"
"Shallots","Angelica"
"Spring onions","Angelica"
"Broccoli","Broccoli"
"Broccoli and similar-","Broccoli"
"Cauliflowers","Angelica"
"Courgettes","Angelica"
"Cucumbers","Angelica"
"Melons","Angelica"
"Melons and similar-","Fats and oils"
"Pumpkins","Angelica"
"Watermelons","Angelica"
"Aubergines","Angelica"
"Chili peppers","Chili"
"Sweet peppers","Sweet potato"
"Tomatoes","Angelica"
"Sweet corn","Corn"
"Common mushrooms","Mushrooms"
"Basil","Sweet basil"
"Celery leaves","Celery leaves"
"Dill leaves","Dill"
"Laurel","Angelica"
"Parsley","Parsley"
"Thyme","Common thyme"
"White ginger","Ginger"
"Head cabbages","Angelica"
"Red cabbages","Red rice"
"White cabbage","White cabbage"
"Lettuces (generic)","Angelica"
"Lettuces and similar-","Fats and oils"
"Roman rocket","Rocket salad"
"Chards","Angelica"
"Spinaches","Angelica"
"Runner beans (with pods)","Baked beans"
"Canned mushrooms","Mushrooms"
"Sweet corn canned","Corn"
"Dried vegetables","Dried milk"
"Sauerkraut","Angelica"
"Pickled / marinated vegetables","Green vegetables"
"Tomato puree","Cherry tomato"
"Beetroots","Angelica"
"Carrots","Angelica"
"Celeriacs","Angelica"
"Horseradish roots","Horseradish"
"Parsley roots","Parsley"
"Radishes","Angelica"
"Small radishes","Small-leaf linden"
"Leeks","Angelica"
"Liquid drink bases (including concentrates and home-made preparations)","Soft drink"
"Bottled drinking water","Water"
"Carbonated bottled drinking water","Water"
"Still bottled drinking water","Water"
"Carbonated natural mineral water","Water"
"Natural mineral water","Water"
"Still natural mineral water","Water"
"Tap water","Water"
"Energy drinks","Energy drink"
"Functional drinks","Angelica"
"Isotonic and sport drinks","Fats and oils"
"Cola beverages, caffeinic","Beverages"
"Soft drink with bitter principle","Soft drink"
"Soft drink, flavoured with herbs","Soft drink"
"Soft drink, lemon flavour","Soft drink"
"Soft drink, mixed flavours","Soft drink"
"Soft drink, orange flavour","Soft drink"
"Soft drink, pear flavour","Soft drink"
"Soft drink, with fruit juice (fruit content below the minimum for nectars)","Fruit juice"
"Dark ale beer","Beer"
"Beer, alcohol-free","Beer"
"Beer, light","Beer"
"Beer, regular","Beer"
"Beer-like beverages","Beer"
"Cocktail drink","Cocktail"
"Fruit liqueur","Fruit juice"
"Herb liqueur","Angelica"
"Brandy","Angelica"
"Spirits made from stone fruits","Fruits"
"Vodka and vodka-like spirits","Vodka"
"Vermouth","Vermouth"
"Noble rot wine","White wine"
"Raisin wine","Raisin bread"
"Wine, red","Red wine"
"Wine, rosé","Rosé wine"
"Wine, white","White wine"
"Cider","Apple cider"
"Fish oil","Fish oil"
"Pork lard","Lard"
"Ghee","Angelica"
"Olive oil, virgin or extra-virgin","Olive oil"
"Coconut oil/fat","Coconut oil"
"Grape seed oil","Grape"
"Linseed oil","linseed oil"
"Rape seed oil, edible","Rape"
"Sesame seed oil, edible","Sesame oil"
"Sunflower seed oil, edible","Sunflower oil"
"Butter","Butter"
"Blended margarine","Margarine"
"Functional vegetable margarines/fats","Fats and oils"
"Traditional margarine","Margarine"
"Cocoa beverages","Beverages"
"Hot chocolate","Hot chocolate"
"Hot chocolate with added ingredients","Hot chocolate"
"Coffee (average strength) beverage","Coffee"
"Coffee (strong) beverage","Coffee"
"Coffee (weak strength) beverage","Coffee"
"Coffee beverage decaffeinated","Coffee"
"Coffee espresso (beverage)","Coffee"
"Coffee drink, cappuccino","Coffee"
"Coffee with milk or cream","Coffee"
"Instant coffee (beverage)","Coffee"
"Mixed coffee imitates infusion","Coffee"
"Camomile infusion","Roman camomile"
"Fruit infusion","Fruit juice"
"Herbal and other non-tea infusions","Herbal tea"
"Hibiscus infusion","Hibiscus tea"
"Fermented tea infusion","Tea"
"Non-fermented tea, infusion","Tea"
"Tea infusion with added flavouring ingredients","Tea"
"Cocoa powder","Cocoa powder"
"Instant coffee powder","Coffee"
"Cocoa beverage-preparation, powder","Cocoa powder"
"Corn chips","Corn"
"Potato crisps or sticks","Potato"
"Corn curls","Corn"
"Puffs/curls-type extruded snack","Potato puffs"
"Mixed cereal-based snacks","Breakfast cereal"
"Other desserts spoonable","Other bread"
"Boiled eggs","Eggs"
"Fried eggs","Eggs"
"Hen egg mixed whole","Whole wheat bread"
"Hen egg white","White bread"
"Hen egg yolk","Egg yolk"
"Shrimps, common","Common wheat"
"Salmons","Angelica"
"Trouts","Angelica"
"Carp, common","Common carp"
"Carps","Angelica"
"Freshwater bream - Europe","Carp bream"
"Catfishes (freshwater)","Freshwater eel"
"Hakes","Angelica"
"Herring, atlantic","Atlantic herring"
"Sprat","Clupeinae (Herring, Sardine, Sprat)"
"Sea bass","Japanese sea bass"
"Scorpion fishes","Fishes"
"Mackerel","Atlantic mackerel"
"Mackerel, atlantic","Atlantic mackerel"
"Tuna and bonito (generic)","Scombridae (Bonito, Mackerel, Tuna)"
"Canned sardines","Angelica"
"Canned tunas and similar","Fats and oils"
"Marinated / pickled fish","Fish oil"
"Smoked herring","Atlantic herring"
"Smoked mackerel","Atlantic mackerel"
"Smoked salmon","Atlantic salmon"
"Fish fingers, breaded","Fish oil"
"Fish paste or surimi","Fish oil"
"Squid, common","Squid"
"Squids","Angelica"
"Biscuits, rusks and cookies for children","Fats and oils"
"Simple cereals for infants or children, reconstituted","Cereals and cereal products"
"Simple cereals which have to be reconstituted with milk or other appropriate nutritious liquids","Other fermented milk"
"Aronia berries","Angelica"
"Blueberries","Angelica"
"Blackberries","Angelica"
"Raspberries (red and yellow)","Red rice"
"Cranberries","Angelica"
"Table grapes","Angelica"
"Wine grapes","White wine"
"Strawberries","Angelica"
"Grapefruits","Angelica"
"Lemons","Angelica"
"Mediterranean mandarins","Angelica"
"Oranges and similar-","Fats and oils"
"Dates","Angelica"
"Figs","Angelica"
"Kaki","Angelica"
"Table olives and similar-","Fats and oils"
"Avocados","Angelica"
"Common banana","Banana"
"Granate apples","Angelica"
"Mangoes","Angelica"
"Pineapples","Angelica"
"Kiwi fruits (green, red, yellow)","Kiwi"
"Apples","Angelica"
"Medlars","Angelica"
"Pears","Angelica"
"Quinces","Angelica"
"Apricots","Angelica"
"Cherries (sweet)","Sweet potato"
"Sour cherries","Sour cream"
"Common peaches","Common wheat"
"Nectarines","Angelica"
"Plums and similar-","Fats and oils"
"Chocolate coated dried fruit","Chocolate"
"Dried apricots","Dried milk"
"Dried dates","Dried milk"
"Dried figs","Dried milk"
"Dried prunes","Dried milk"
"Dried vine fruits (raisins etc.)","Fruits"
"Mixed dried fruits","Fruits"
"Fruit compote, apple","Apple"
"Fruit compote, apricot","Apricot"
"Fruit compote, peach","Peach"
"Fruit compote, pear","Pear"
"Fruit compote, plum","Black plum"
"Fruit compote, sour cherry","Sour cherry"
"Fruit preparations for fillings and/or flavouring","Fruit juice"
"Jam, apricots","Angelica"
"Jam, mandarins","Angelica"
"Jam, mixed fruit","Fruit juice"
"Jam, plums","Angelica"
"Jam, strawberries","Angelica"
"Marmalade","Angelica"
"Canned or jarred pineapple","Pineapple"
"Table olives ready for consumption","Angelica"
"Coconut milk (cocos nucifera) liquid","Coconut milk"
"Fruit juices (100% from named source)","Fruit juice"
"Juice, black currant","Black tea"
"Juice, blackberry","Blackberry"
"Juice, citrus","Citrus"
"Juice, grapefruit","Grapefruit"
"Juice, lemon","Lemon"
"Juice, orange","Sweet orange"
"Juice, pomegranate","Pomegranate"
"Juice, apple-cherry","Apple"
"Juice, orange-grapefruit","Grapefruit"
"Mixed fruit juice","Fruit juice"
"Fruit nectars (min. 25-50% fruit as defined in EU legislation)","Fruit juice"
"Mixed fruit nectars","Fruit juice"
"Nectar, apple","Apple"
"Nectar, orange","Sweet orange"
"Nectar, pineapple","Pineapple"
"Juice, apple-carrot","Carrot"
"Mixed fruit and vegetable juices","Vegetable juice"
"Fruit smoothies","Fruit juice"
"Mixed juices with added ingredients","Mixed nuts"
"Juice, carrot","Carrot"
"Juice, celery","Celery leaves"
"Juice, tomato","Cherry tomato"
"Juice, tomato-leafy vegetables","Cherry tomato"
"Breadcrumbs","Angelica"
"Gluten free bread, white","White bread"
"Crackers and breadsticks","Fats and oils"
"Sticks, salty","Angelica"
"Puffed corn textured bread","Corn"
"Puffed rice textured bread","Rice bread"
"Puffed wheat textured bread","Wheat bread"
"Bread and rolls with special ingredients added","Wheat bread"
"Rye-wheat bread and rolls, refined flour","Rye bread"
"Rye-wheat bread and rolls, wholemeal","Rye bread"
"Multigrain (not only rye-wheat) bread and rolls","Multigrain bread"
"Rye bread and rolls, wholemeal","Rye bread"
"Sandwich bread (hamburger roll-type)","Hamburger"
"Wheat bread and rolls, brown or wholemeal","Wheat bread"
"Wheat bread and rolls, white (refined flour)","White bread"
"Wheat bread and rolls, white with maize","White bread"
"Rusk, refined flour","Flour"
"Rusk, wholemeal","Angelica"
"Tortilla","Tortilla"
"Traditional unleavened breads","Angelica"
"Unleavened or flat bread and similar","Wheat bread"
"Oat rolled grains","Oat"
"Rolled oats, instant","Angelica"
"Rice rolled grains","Rice"
"Wheat rolled grains","Wheat"
"Cornmeal porridge","Angelica"
"Oat porridge","Oat"
"Porridge (ready to eat)","Angelica"
